GEOGCD,GEOGNM,GEOGNMW,SI_ID,SI_TITLE,OPER_DATE,TERM_DATE,PARENTCD,ENTITYCD,OWNER,STATUS,AREAEHECT,AREACHECT,AREAIHECT,AREALHECT
E07000218,North Warwickshire,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000031,E07,DCLG,live,28426.35,28426.35,0,28426.35
E07000219,Nuneaton and Bedworth,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000031,E07,DCLG,live,7895.04,7895.04,0,7895.04
E07000220,Rugby,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000031,E07,DCLG,live,35355.73,35355.73,244.4,35111.33
E07000221,Stratford-on-Avon,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000031,E07,DCLG,live,97786.94,97786.94,0,97786.94
E07000222,Warwick,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000031,E07,DCLG,live,28288.21,28288.21,0,28288.21
E07000223,Adur,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,4356.38,4192.98,0,4192.98
E07000224,Arun,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,22428.07,22093.26,0,22093.26
E07000225,Chichester,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,81187.35,78621.62,0,78621.62
E07000226,Crawley,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,4497.11,4497.11,0,4497.11
E07000227,Horsham,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,53096.22,53027.11,0,53027.11
E07000228,Mid Sussex,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,33402.94,33402.94,0,33402.94
E07000229,Worthing,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000032,E07,DCLG,live,3378.26,3252.16,0,3252.16
E07000230,Kennet,,1111/1001,GSS re-coding strategy,01/01/2009,31/03/2009,E10000033,E07,DCLG,terminated,,,,
E07000231,North Wiltshire,,1111/1001,GSS re-coding strategy,01/01/2009,31/03/2009,E10000033,E07,DCLG,terminated,,,,
E07000232,Salisbury,,1111/1001,GSS re-coding strategy,01/01/2009,31/03/2009,E10000033,E07,DCLG,terminated,,,,
E07000233,West Wiltshire,,1111/1001,GSS re-coding strategy,01/01/2009,31/03/2009,E10000033,E07,DCLG,terminated,,,,
E07000234,Bromsgrove,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000034,E07,DCLG,live,21696.84,21696.84,0,21696.84
E07000235,Malvern Hills,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000034,E07,DCLG,live,57707.1,57707.1,0,57707.1
E07000236,Redditch,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000034,E07,DCLG,live,5425.09,5425.09,0,5425.09
E07000237,Worcester,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000034,E07,DCLG,live,3327.82,3327.82,0,3327.82
E07000238,Wychavon,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000034,E07,DCLG,live,66354.18,66354.18,0,66354.18
E07000239,Wyre Forest,,1111/1001,GSS re-coding strategy,01/01/2009,,E10000034,E07,DCLG,live,19540.38,19540.38,0,19540.38
E07000240,St Albans,,667/2012,The St Albans and Welwyn Hatfield (Boundary Change) Order 2012,01/04/2012,,E10000015,E07,DCLG,live,16120.59,16120.59,0,16120.59
E07000241,Welwyn Hatfield,,667/2012,The St Albans and Welwyn Hatfield (Boundary Change) Order 2012,01/04/2012,,E10000015,E07,DCLG,live,12953.68,12953.68,0,12953.68
E07000242,East Hertfordshire,,596/2013,The East Hertfordshire and Stevenage (Boundary Change) Order 2013,01/04/2013,,E10000015,E07,DCLG,live,47566.96,47566.96,0,47566.96
E07000243,Stevenage,,596/2013,The East Hertfordshire and Stevenage (Boundary Change) Order 2013,01/04/2013,,E10000015,E07,DCLG,live,2596.91,2596.91,0,2596.91
